pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025-04-18,94.0,-1.73,5.52,"Yamamoto, Yoshinobu",669394,808967,,ball,,,,,3.0,Ball,R,R,R,TEX,LAD,B,,,0,0,2025,-0.27,1.44,0.66,3.59,,673962.0,,2,2,Bot,,,,,,,6.842082516359952,-136.70448565387093,-2.477865068416886,-4.982855978487102,30.867923423428408,-13.805575667855663,3.52,1.55,,,,94.4,2382.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.91,,,,,,,,15,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,209.0,-0.006,0.019,,,,-0.019,,-1,-1,0.4246222574999653,0.4246222574999653,26,29,27,29,1,0,7.0,1.0,7.0,1.0,1.15,0.27,0.27,42.4,,,,,
CU,2025-04-18,76.5,-1.75,5.46,"Yamamoto, Yoshinobu",687957,808967,strikeout,swinging_strike_blocked,,,,,14.0,"Dustin Harris strikes out swinging, catcher Will Smith to first baseman Freddie Freeman.",R,L,R,TEX,LAD,S,2.0,,3,2,2025,0.84,-1.48,0.58,0.18,,673962.0,,1,2,Bot,,,,,,,3.404278796302945,-111.18518871401398,-1.2203051727797778,6.067497808277856,24.791200832053224,-44.25930302634206,3.47,1.59,,,,76.2,2869.0,6.7,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.79,,0.0,0.0,1.0,0.0,0.0,,14,7,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,33.0,-0.045,-0.295,59.9,8.2,,0.295,,-1,-1,0.4640143288569502,0.4640143288569502,26,25,27,26,1,0,7.0,1.0,7.0,1.0,5.47,-0.84,0.84,47.1,33.68240019290232,-42.99530120864376,45.01033268413129,27.92798441378516,65.7847560815819
FS,2025-04-18,90.9,-2.02,5.4,"Yamamoto, Yoshinobu",687957,808967,,foul,,,,,7.0,Foul,R,L,R,TEX,LAD,S,,,3,2,2025,-0.83,-0.02,-0.35,1.48,,673962.0,,1,2,Bot,,,,,,,6.0090883027661235,-132.1815105993757,-3.8646498231000623,-11.07425806156952,28.90855557635828,-31.822193442867317,3.47,1.59,2.0,77.2,-45.0,91.2,1469.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.91,,,,,,,,14,6,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,235.0,-0.006,0.0,64.7,7.2,,0.0,88.0,-1,-1,0.4640143288569502,0.4640143288569502,26,25,27,26,1,0,7.0,1.0,7.0,1.0,2.79,0.83,-0.83,42.1,18.062574321574676,-5.246465305250469,38.94054644466461,35.570628635928216,35.376954912478524
CU,2025-04-18,76.1,-1.7,5.56,"Yamamoto, Yoshinobu",687957,808967,,called_strike,,,,,7.0,Called Strike,R,L,R,TEX,LAD,S,,,3,1,2025,0.97,-1.5,-0.83,2.07,,673962.0,,1,2,Bot,,,,,,,0.0727353749620202,-110.63740193137168,2.610169993046763,7.852360037413543,23.46298098145582,-45.13929228836479,3.47,1.65,,,,75.8,2813.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.93,,,,,,,,14,5,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,36.0,-0.006,-0.068,,,,0.068,,-1,-1,0.4640143288569502,0.4640143288569502,26,25,27,26,1,0,7.0,1.0,7.0,1.0,5.51,-0.97,0.97,48.7,,,,,
FS,2025-04-18,90.5,-1.92,5.34,"Yamamoto, Yoshinobu",687957,808967,,blocked_ball,,,,,14.0,Ball In Dirt,R,L,R,TEX,LAD,B,,,2,1,2025,-1.18,0.11,0.4,0.45,,673962.0,,1,2,Bot,,,,,,,8.326582743049128,-131.40852081616904,-6.503303673764169,-15.483212376806808,27.701905782748323,-29.690648940718223,3.47,1.58,,,,90.9,1603.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.88,,,,,,,,14,4,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,234.0,-0.006,0.071,,,,-0.071,,-1,-1,0.4640143288569502,0.4640143288569502,26,25,27,26,1,0,7.0,1.0,7.0,1.0,2.68,1.18,-1.18,40.0,,,,,
FF,2025-04-18,94.2,-1.94,5.47,"Yamamoto, Yoshinobu",687957,808967,,ball,,,,,11.0,Ball,R,L,R,TEX,LAD,B,,,1,1,2025,-0.73,1.31,-0.88,2.87,,673962.0,,1,2,Bot,,,,,,,4.390547345792024,-137.041936962243,-3.946355922226638,-10.17804260777918,31.61321325297724,-15.0490245075652,3.47,1.62,,,,94.4,2288.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.99,,,,,,,,14,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,213.0,-0.006,0.03,,,,-0.03,,-1,-1,0.4640143288569502,0.4640143288569502,26,25,27,26,1,0,7.0,1.0,7.0,1.0,1.27,0.73,-0.73,41.0,,,,,
CU,2025-04-18,74.9,-1.69,5.5,"Yamamoto, Yoshinobu",687957,808967,,swinging_strike,,,,,13.0,Swinging Strike,R,L,R,TEX,LAD,S,,,1,0,2025,1.11,-1.38,-0.18,1.26,,673962.0,,1,2,Bot,,,,,,,1.1521140754095387,-108.94701074511605,1.0379230655606082,8.459038263842295,23.310876619978323,-43.458163981857695,3.47,1.59,,,,74.6,2694.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.9,,,,,,,,14,2,Curveball,0,1,0,1,1,0,0,1,Infield shade,Standard,34.0,-0.006,-0.042,63.8,8.4,,0.042,,-1,-1,0.4640143288569502,0.4640143288569502,26,25,27,26,1,0,7.0,1.0,7.0,1.0,5.52,-1.11,1.11,50.7,34.139459266873665,-34.18288884291701,35.64203128716487,35.95050164437188,57.27643620553441
CU,2025-04-18,76.2,-1.69,5.58,"Yamamoto, Yoshinobu",687957,808967,,ball,,,,,14.0,Ball,R,L,R,TEX,LAD,B,,,0,0,2025,1.12,-1.3,0.1,1.36,,673962.0,,1,2,Bot,,,,,,,1.7442353527974086,-110.8214270563046,0.7054518606797195,8.744735837725022,23.803120208335645,-43.1696165156725,3.47,1.66,,,,75.7,2898.0,6.4,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.06,,,,,,,,14,1,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,40.0,-0.006,0.028,,,,-0.028,,-1,-1,0.4640143288569502,0.4640143288569502,26,25,27,26,1,0,7.0,1.0,7.0,1.0,5.3,-1.12,1.12,48.5,,,,,
CU,2025-04-18,73.5,-1.58,5.6,"Yamamoto, Yoshinobu",673962,808967,double,hit_into_play,,,,,4.0,Josh Jung doubles (4) on a sharp line drive to center fielder Andy Pages.,R,R,R,TEX,LAD,X,8.0,line_drive,0,0,2025,1.03,-1.29,-0.33,2.79,,,,1,2,Bot,98.57,39.89,,,,,0.7499584799662233,-106.82335109771584,3.987380174923322,7.637032341719338,20.76244735441363,-42.94232990025222,3.73,1.77,319.0,106.6,17.0,73.4,2596.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.89,0.509,0.593,1.25,1.0,1.0,1.0,6.0,13,1,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,34.0,0.04,0.642,,,0.936,-0.642,106.6,-1,-1,0.4178218286792702,0.4178218286792702,26,27,27,27,1,0,7.0,1.0,7.0,1.0,5.56,-1.03,-1.03,49.5,,,,,
FS,2025-04-18,91.1,-1.67,5.41,"Yamamoto, Yoshinobu",666969,808967,strikeout,swinging_strike_blocked,,,,,13.0,Adolis García strikes out swinging.,R,R,R,TEX,LAD,S,2.0,,1,2,2025,-0.73,0.21,-0.09,0.55,,,,0,2,Bot,,,,,,,5.558040407938609,-132.46731124605446,-6.746155397336018,-9.812266594385443,28.932505321483234,-28.466339267272502,3.35,1.59,,,,91.3,1399.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.99,,0.0,0.0,1.0,0.0,0.0,,12,4,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,235.0,-0.031,-0.189,76.9,8.2,,0.189,,-1,-1,0.4428253731431127,0.4428253731431127,26,32,27,32,1,0,7.0,1.0,7.0,1.0,2.55,0.73,0.73,46.8,11.426569753291927,-19.44277332645201,41.57458551170968,31.483969284756107,37.806265975139056
CU,2025-04-18,75.2,-1.44,5.53,"Yamamoto, Yoshinobu",666969,808967,,foul,,,,,14.0,Foul,R,R,R,TEX,LAD,S,,,1,1,2025,0.97,-1.53,0.92,0.65,,,,0,2,Bot,,,,,,,3.170951753721688,-109.43223086067198,-0.1024280480345136,6.993354575265868,23.15333450990036,-44.53253388589198,3.35,1.59,1.0,62.2,-55.0,75.0,2692.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.87,,,,,,,,12,3,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,32.0,-0.006,-0.061,71.0,8.3,,0.061,88.0,-1,-1,0.4428253731431127,0.4428253731431127,26,32,27,32,1,0,7.0,1.0,7.0,1.0,5.63,-0.97,-0.97,49.2,16.864136115798587,-22.532334493086175,28.23158689048992,41.92900887533712,51.847813427287605
SI,2025-04-18,94.4,-1.71,5.51,"Yamamoto, Yoshinobu",666969,808967,,ball,,,,,13.0,Ball,R,R,R,TEX,LAD,B,,,0,1,2025,-1.33,1.08,-1.28,1.99,,,,0,2,Bot,,,,,,,4.1104036254104175,-137.29789278051754,-5.879417835449953,-17.666152293006434,31.71369690741115,-17.41554180093743,3.08,1.53,,,,94.7,2250.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.88,,,,,,,,12,2,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,209.0,-0.006,0.031,,,,-0.031,,-1,-1,0.4428253731431127,0.4428253731431127,26,32,27,32,1,0,7.0,1.0,7.0,1.0,1.49,1.33,1.33,43.6,,,,,
FF,2025-04-18,95.1,-1.81,5.5,"Yamamoto, Yoshinobu",666969,808967,,foul,,,,,9.0,Foul,R,R,R,TEX,LAD,S,,,0,0,2025,-0.68,1.55,0.74,2.03,,,,0,2,Bot,,,,,,,8.212362660977057,-138.0608123955508,-6.873167468414295,-10.609716348041724,33.17148469795787,-11.048361498812332,3.35,1.59,262.0,81.2,39.0,95.0,2261.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.94,,,,,,,,12,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,213.0,-0.006,-0.039,73.6,7.0,,0.039,88.0,-1,-1,0.4428253731431127,0.4428253731431127,26,32,27,32,1,0,7.0,1.0,7.0,1.0,1.0,0.68,0.68,46.3,-4.040555330841626,23.96183521925607,31.512165737142645,42.153282919546314,17.973242495518225
FF,2025-04-18,96.1,-1.91,5.38,"Yamamoto, Yoshinobu",592626,808967,field_out,hit_into_play,,,,,8.0,Joc Pederson flies out to left fielder Michael Conforto.,R,L,R,TEX,LAD,X,7.0,fly_ball,3,2,2025,-0.68,1.34,-0.24,2.17,,,,2,1,Bot,92.77,111.86,,,,,5.970670089951847,-139.6492855561132,-5.908819614582174,-10.25296166893906,34.13246673379718,-13.511058388968085,3.51,1.66,233.0,96.7,57.0,95.9,2309.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.03,0.014,0.015,0.0,1.0,0.0,0.0,3.0,7,7,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,218.0,-0.015,-0.328,75.1,7.7,0.021,0.328,96.7,-1,-1,0.4074333444903296,0.4074333444903296,26,33,27,33,1,0,7.0,1.0,7.0,1.0,1.15,0.68,-0.68,40.8,2.1363805245150487,-10.70083801339758,33.82588575081668,36.629697661832694,26.6064567747486
FS,2025-04-18,91.5,-1.77,5.42,"Yamamoto, Yoshinobu",592626,808967,,ball,,,,,14.0,Ball,R,L,R,TEX,LAD,B,,,2,2,2025,-1.19,0.21,0.4,0.25,,,,2,1,Bot,,,,,,,8.080184561799111,-132.8315462825601,-7.604247193239209,-15.863405718820651,29.125733886133062,-28.221071294267915,3.37,1.51,,,,91.7,1202.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.9,,,,,,,,7,6,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,233.0,-0.005,0.104,,,,-0.104,,-1,-1,0.4074333444903296,0.4074333444903296,26,33,27,33,1,0,7.0,1.0,7.0,1.0,2.53,1.19,-1.19,44.5,,,,,
CU,2025-04-18,76.8,-1.68,5.5,"Yamamoto, Yoshinobu",592626,808967,,foul,,,,,9.0,Foul,R,L,R,TEX,LAD,S,,,2,2,2025,1.04,-1.36,0.71,1.76,,,,2,1,Bot,,,,,,,3.1744014804255363,-111.70602839202525,1.7276481501277938,7.885470250186978,24.497339409742864,-44.03012766065835,3.51,1.66,,,,76.4,2764.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.99,,,,,,,,7,5,Curveball,0,1,0,1,1,0,0,1,Infield shade,Standard,36.0,-0.005,0.0,65.8,7.5,,0.0,,-1,-1,0.4074333444903296,0.4074333444903296,26,33,27,33,1,0,7.0,1.0,7.0,1.0,5.3,-1.04,1.04,49.7,16.31921211829907,-31.924594161939407,27.25994979606983,27.1478390212816,41.70320575563833
FF,2025-04-18,94.9,-1.85,5.48,"Yamamoto, Yoshinobu",592626,808967,,swinging_strike,,,,,11.0,Swinging Strike,R,L,R,TEX,LAD,S,,,2,1,2025,-0.47,1.38,-0.88,2.85,,,,2,1,Bot,,,,,,,3.587908460534801,-138.10759824888197,-4.276270336892271,-6.7906204657842455,33.232481933273306,-13.843514723299124,3.51,1.66,,,,94.8,2172.0,6.4,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.12,,,,,,,,7,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,219.0,-0.005,-0.073,76.3,7.3,,0.073,,-1,-1,0.4074333444903296,0.4074333444903296,26,33,27,33,1,0,7.0,1.0,7.0,1.0,1.17,0.47,-0.47,45.0,7.434134748533295,16.012237544110743,24.62397226305261,44.96012021118054,13.687995187285662
FS,2025-04-18,90.1,-1.8,5.39,"Yamamoto, Yoshinobu",592626,808967,,ball,,,,,14.0,Ball,R,L,R,TEX,LAD,B,,,1,1,2025,-1.49,-0.25,0.94,0.23,,,,2,1,Bot,,,,,,,10.013635637895277,-130.61033046940946,-6.197815570769937,-19.254695323521133,31.753752625271357,-33.69707435686559,3.51,1.57,,,,89.9,1483.0,6.7,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.76,,,,,,,,7,3,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,241.0,-0.005,0.053,,,,-0.053,,-1,-1,0.4074333444903296,0.4074333444903296,26,33,27,33,1,0,7.0,1.0,7.0,1.0,3.12,1.49,-1.49,42.3,,,,,
FS,2025-04-18,91.3,-1.89,5.39,"Yamamoto, Yoshinobu",592626,808967,,ball,,,,,14.0,Ball,R,L,R,TEX,LAD,B,,,0,1,2025,-1.13,0.25,0.46,1.29,,,,2,1,Bot,,,,,,,8.381570016456335,-132.65872602964168,-4.938529356884917,-15.178654702882223,29.97689976628474,-28.274584693584096,3.51,1.73,,,,91.3,1534.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.99,,,,,,,,7,2,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,236.0,-0.005,0.027,,,,-0.027,,-1,-1,0.4074333444903296,0.4074333444903296,26,33,27,33,1,0,7.0,1.0,7.0,1.0,2.5,1.13,-1.13,40.8,,,,,
FF,2025-04-18,95.2,-1.82,5.46,"Yamamoto, Yoshinobu",592626,808967,,swinging_strike,,,,,4.0,Swinging Strike,R,L,R,TEX,LAD,S,,,0,0,2025,-0.68,1.46,-0.49,2.46,,,,2,1,Bot,,,,,,,5.0338624861478545,-138.42978213795772,-5.459027855629738,-9.869740818923315,34.92709976960634,-12.412303125708052,3.51,1.66,,,,95.0,2229.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.0,,,,,,,,7,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,211.0,-0.005,-0.043,77.9,7.4,,0.043,,-1,-1,0.4074333444903296,0.4074333444903296,26,33,27,33,1,0,7.0,1.0,7.0,1.0,1.08,0.68,-0.68,43.6,8.277803595166422,2.7474023016946254,30.51259939245528,40.10047465683148,25.441452351400507
CU,2025-04-18,76.8,-1.65,5.49,"Yamamoto, Yoshinobu",608369,808967,strikeout,swinging_strike,,,,,14.0,Corey Seager strikes out swinging.,R,L,R,TEX,LAD,S,2.0,,3,2,2025,0.91,-1.22,0.42,1.21,,,,1,1,Bot,,,,,,,2.728469352586708,-111.7069279769826,0.3516603008049372,6.873994843021547,25.497938008482222,-42.57095667296276,3.55,1.54,,,,76.2,2650.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.03,,0.0,0.0,1.0,0.0,0.0,,6,7,Curveball,0,1,0,1,1,0,0,1,Infield shade,Standard,34.0,-0.022,-0.332,74.8,8.4,,0.332,,-1,-1,0.4242718134254787,0.4242718134254787,26,31,27,31,1,0,7.0,1.0,7.0,1.0,5.18,-0.91,0.91,51.2,35.37272597431169,-47.47017114958325,39.81166372825139,35.18499234709583,65.56120169036964
FF,2025-04-18,95.7,-1.75,5.42,"Yamamoto, Yoshinobu",608369,808967,,foul,,,,,6.0,Foul,R,L,R,TEX,LAD,S,,,3,2,2025,-0.63,1.29,0.37,2.23,,,,1,1,Bot,,,,,,,7.01520755414524,-139.12062335164237,-5.711673230506188,-9.680543813340536,30.10279293482892,-14.337043944606677,3.55,1.54,199.0,70.3,49.0,96.0,2285.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.04,,,,,,,,6,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,211.0,-0.005,0.0,72.2,6.5,,0.0,88.0,-1,-1,0.4242718134254787,0.4242718134254787,26,31,27,31,1,0,7.0,1.0,7.0,1.0,1.2,0.63,-0.63,44.9,-0.5263745419405027,4.7862582999411645,43.06504940010528,35.307272270512854,28.36235337847568
FF,2025-04-18,94.9,-2.05,5.4,"Yamamoto, Yoshinobu",608369,808967,,ball,,,,,13.0,Ball,R,L,R,TEX,LAD,B,,,2,2,2025,-0.68,1.42,-1.43,2.36,,,,1,1,Bot,,,,,,,3.1566850444650383,-138.12889728420046,-5.480750276857934,-9.364824506605135,30.539002603087056,-12.964554174134909,3.55,1.62,,,,95.2,2289.0,6.4,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.08,,,,,,,,6,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,218.0,-0.005,0.104,,,,-0.104,,-1,-1,0.4242718134254787,0.4242718134254787,26,31,27,31,1,0,7.0,1.0,7.0,1.0,1.11,0.68,-0.68,40.1,,,,,
CU,2025-04-18,76.1,-1.69,5.58,"Yamamoto, Yoshinobu",608369,808967,,swinging_strike,,,,,9.0,Swinging Strike,R,L,R,TEX,LAD,S,,,2,1,2025,1.0,-1.39,0.32,1.95,,,,1,1,Bot,,,,,,,2.4154371980869556,-110.68973780361672,2.0883740206826147,7.580957691445346,23.591004200398803,-44.13245771631298,3.55,1.54,,,,75.4,2781.0,6.3,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.24,,,,,,,,6,4,Curveball,0,1,0,1,1,0,0,1,Infield shade,Standard,35.0,-0.005,-0.07,78.6,7.7,,0.07,,-1,-1,0.4242718134254787,0.4242718134254787,26,31,27,31,1,0,7.0,1.0,7.0,1.0,5.39,-1.0,1.0,48.5,27.602711589614163,-27.458301586354025,33.689521306215646,37.44862502954562,54.65363693045222
FS,2025-04-18,90.6,-1.84,5.4,"Yamamoto, Yoshinobu",608369,808967,,ball,,,,,14.0,Ball,R,L,R,TEX,LAD,B,,,1,1,2025,-1.12,-0.18,0.28,0.45,,,,1,1,Bot,,,,,,,7.720258034004263,-131.5910049983731,-6.019720442009076,-14.693889964171406,28.156929770282687,-33.14593340282955,3.55,1.42,,,,90.7,1382.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.02,,,,,,,,6,3,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,235.0,-0.005,0.055,,,,-0.055,,-1,-1,0.4242718134254787,0.4242718134254787,26,31,27,31,1,0,7.0,1.0,7.0,1.0,2.97,1.12,-1.12,40.8,,,,,
FF,2025-04-18,94.9,-1.89,5.37,"Yamamoto, Yoshinobu",608369,808967,,ball,,,,,13.0,Ball,R,L,R,TEX,LAD,B,,,0,1,2025,-0.82,1.51,-1.41,1.95,,,,1,1,Bot,,,,,,,3.082168049495323,-138.10526097667864,-6.676749692953658,-11.119267378590491,31.401247679681596,-11.595246554349751,3.7,1.62,,,,95.2,2351.0,6.5,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.99,,,,,,,,6,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,219.0,-0.005,0.029,,,,-0.029,,-1,-1,0.4242718134254787,0.4242718134254787,26,31,27,31,1,0,7.0,1.0,7.0,1.0,1.03,0.82,-0.82,38.5,,,,,
FS,2025-04-18,89.6,-1.84,5.48,"Yamamoto, Yoshinobu",608369,808967,,swinging_strike,,,,,8.0,Swinging Strike,R,L,R,TEX,LAD,S,,,0,0,2025,-0.57,0.13,-0.08,1.66,,,,1,1,Bot,,,,,,,5.519155630876337,-130.46341794870276,-3.71884335460516,-7.633142810750393,26.987323617454397,-30.07468077352476,3.55,1.54,,,,89.6,1385.0,6.2,778263,669257,518692,669242,571970,605141,624424,681624,606192,54.29,,,,,,,,6,1,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,239.0,-0.005,-0.039,77.0,6.9,,0.039,,-1,-1,0.4242718134254787,0.4242718134254787,26,31,27,31,1,0,7.0,1.0,7.0,1.0,2.7,0.57,-0.57,41.7,10.050751923779425,2.7494956144684197,37.319480206269304,39.845890355743606,30.150856666698047
FS,2025-04-18,90.5,-1.72,5.45,"Yamamoto, Yoshinobu",543760,808967,strikeout,swinging_strike,,,,,14.0,Marcus Semien strikes out swinging.,R,R,R,TEX,LAD,S,2.0,,0,2,2025,-1.23,0.3,0.17,1.14,,,,0,1,Bot,,,,,,,7.399516727949537,-131.54303552658595,-5.4815277315059685,-15.893060377550606,29.27754688535682,-27.631353906659243,3.32,1.61,,,,91.0,1557.0,6.8,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.73,,0.0,0.0,1.0,0.0,0.0,,5,3,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,225.0,-0.029,-0.165,74.4,8.4,,0.165,,-1,-1,0.4475538230877434,0.4475538230877434,26,34,27,35,1,0,7.0,1.0,7.0,1.0,2.5,1.23,1.23,42.9,23.244755372630728,-16.118723468645516,41.519637711121646,35.48220903317579,38.2967990999035
FF,2025-04-18,94.6,-1.67,5.54,"Yamamoto, Yoshinobu",543760,808967,,foul,,,,,9.0,Foul,R,R,R,TEX,LAD,S,,,0,1,2025,-0.8,1.52,0.32,1.98,,,,0,1,Bot,,,,,,,7.036257368339851,-137.52048523435465,-7.017328081080264,-11.75830255992214,31.200096327773355,-11.504015930280922,3.32,1.61,252.0,80.7,37.0,95.0,2260.0,6.6,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.86,,,,,,,,5,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,214.0,-0.006,-0.055,65.5,7.1,,0.055,88.0,-1,-1,0.4475538230877434,0.4475538230877434,26,34,27,35,1,0,7.0,1.0,7.0,1.0,1.04,0.8,0.8,44.1,-7.788045170699577,10.041967274241038,41.485947162436275,36.83019687218892,15.19788496603099
FF,2025-04-18,94.2,-1.64,5.61,"Yamamoto, Yoshinobu",543760,808967,,called_strike,,,,,6.0,Called Strike,R,R,R,TEX,LAD,S,,,0,0,2025,-0.58,1.68,0.82,2.15,,,,0,1,Bot,,,,,,,7.740135448442037,-136.79429868337465,-7.0264282386790535,-9.095520303673274,31.443771324618076,-9.659643686722353,3.32,1.62,,,,94.6,2330.0,6.7,778263,669257,518692,669242,571970,605141,624424,681624,606192,53.76,,,,,,,,5,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,209.0,-0.006,-0.039,,,,0.039,,-1,-1,0.4475538230877434,0.4475538230877434,26,34,27,35,1,0,7.0,1.0,7.0,1.0,0.9,0.58,0.58,46.2,,,,,
FC,2025-04-11,90.1,-1.74,5.22,"Yamamoto, Yoshinobu",663656,808967,strikeout,swinging_strike,,,,,8.0,Kyle Tucker strikes out swinging.,R,L,R,LAD,CHC,S,2.0,,3,2,2025,0.44,0.32,-0.12,1.87,,,664023.0,2,6,Top,,,,,,,3.0829136826890378,-131.2138005298223,-3.0846343928318936,4.4763257639537315,27.26678275267418,-28.086856029795445,3.4,1.6,,,,90.7,2379.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.92,,0.0,0.0,1.0,0.0,0.0,,39,7,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,150.0,0.034,-0.295,78.8,7.9,,0.295,,0,0,0.5403997096776274,0.4596002903223726,26,28,27,28,3,2,7.0,2.0,7.0,1.0,2.48,-0.44,0.44,40.5,15.62336909205947,-14.965451430509924,29.46646085881362,38.70216899891633,32.455529075604595
FS,2025-04-11,89.1,-1.75,5.24,"Yamamoto, Yoshinobu",663656,808967,,ball,,,,,11.0,Ball,R,L,R,LAD,CHC,B,,,2,2,2025,-0.42,0.19,-1.28,2.59,,,664023.0,2,6,Top,,,,,,,2.0577663869807585,-129.93132261562246,-0.9615513259990326,-5.156841524294624,24.409959318413343,-30.045232649428737,3.4,1.62,,,,90.3,1260.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.85,,,,,,,,39,6,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,242.0,-0.001,0.079,,,,-0.079,,0,0,0.5403997096776274,0.4596002903223726,26,28,27,28,3,2,7.0,2.0,7.0,1.0,2.65,0.42,-0.42,39.4,,,,,
