pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2025-07-28,94.5,-1.94,5.49,"Yamamoto, Yoshinobu",682622,808967,field_out,hit_into_play,,,,,1.0,"Noelvi Marte grounds out, first baseman Freddie Freeman to pitcher Yoshinobu Yamamoto.",R,R,R,CIN,LAD,X,3.0,ground_ball,0,0,2025,-1.01,1.02,-0.78,3.32,,,,2,2,Bot,150.06,166.7,,,,,5.283829558611619,-137.55306953637074,-2.2759393875080267,-14.009228559096735,30.344416318447493,-18.887535691578503,3.5,1.67,7.0,57.0,-23.0,94.8,2299.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.04,0.072,0.078,0.0,1.0,0.0,0.0,1.0,18,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,210.0,-0.011,-0.26,32.1,4.9,0.078,0.26,88.0,0,0,0.5110582726790304,0.5110582726790304,26,23,27,24,1,0,6.0,1.0,6.0,1.0,1.53,1.01,1.01,39.2,-9.521689706656153,29.94636101970723,33.536153595776184,26.42799305662643,15.7381070426722
FF,2025-07-28,95.2,-2.06,5.52,"Yamamoto, Yoshinobu",666181,808967,strikeout,swinging_strike,,,,,1.0,Will Benson strikes out swinging.,R,L,R,CIN,LAD,S,2.0,,1,2,2025,-0.59,1.37,-0.38,3.88,,,,1,2,Bot,,,,,,,5.776958759812634,-138.6363361238937,-1.7594808814614296,-8.928605953846514,30.620297008437817,-14.356191051817406,3.8,1.79,,,,95.8,2269.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.96,,0.0,0.0,1.0,0.0,0.0,,17,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shade,Standard,218.0,-0.017,-0.18,68.1,6.6,,0.18,,0,0,0.5281110468127662,0.5281110468127662,26,27,27,27,1,0,6.0,3.0,6.0,1.0,1.14,0.59,-0.59,38.0,10.057088298766487,7.6746636927168,27.359020881448803,44.08479633322094,19.682762517897356
FS,2025-07-28,91.4,-2.09,5.38,"Yamamoto, Yoshinobu",666181,808967,,swinging_strike,,,,,13.0,Swinging Strike,R,L,R,CIN,LAD,S,,,1,1,2025,-0.88,0.33,-0.15,1.03,,,,1,2,Bot,,,,,,,6.797296861380359,-132.93102193318015,-5.8835394133209515,-11.875286663284616,25.414348266471407,-27.30171650492154,3.8,1.79,,,,92.1,1595.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.99,,,,,,,,17,3,Split-Finger,1,1,1,1,1,1,1,1,Infield shade,Standard,234.0,-0.001,-0.064,,,,0.064,,0,0,0.5281110468127662,0.5281110468127662,26,27,27,27,1,0,6.0,3.0,6.0,1.0,2.38,0.88,-0.88,40.1,,,,,
FF,2025-07-28,94.5,-2.19,5.62,"Yamamoto, Yoshinobu",666181,808967,,foul,,,,,13.0,Foul,R,L,R,CIN,LAD,S,,,1,0,2025,-0.56,1.48,-0.9,2.27,,,,1,2,Bot,,,,,,,4.623638687806212,-137.5041246022569,-6.399450075056421,-8.174019674919842,29.94666875493603,-12.105141618019475,3.8,1.79,108.0,77.2,8.0,94.9,2257.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.04,,,,,,,,17,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,213.0,-0.001,-0.049,73.1,8.0,,0.049,88.0,0,0,0.5281110468127662,0.5281110468127662,26,27,27,27,1,0,6.0,3.0,6.0,1.0,1.06,0.56,-0.56,40.5,15.516774266990025,-2.78231761519384,35.65765829648332,50.84178617521216,22.035109906468172
CU,2025-07-28,74.2,-1.73,5.72,"Yamamoto, Yoshinobu",666181,808967,,ball,,,,,11.0,Ball,R,L,R,CIN,LAD,B,,,0,0,2025,1.05,-1.39,-0.94,2.97,,,,1,2,Bot,,,,,,,-0.2329205907588864,-107.85093360485028,4.171830760419263,8.137585018332906,20.87450293201744,-43.99970419944201,3.6,1.56,,,,74.1,2692.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.98,,,,,,,,17,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,29.0,-0.001,0.039,,,,-0.039,,0,0,0.5281110468127662,0.5281110468127662,26,27,27,27,1,0,6.0,3.0,6.0,1.0,5.58,-1.05,1.05,52.0,,,,,
FF,2025-07-28,95.7,-1.71,5.61,"Yamamoto, Yoshinobu",663886,808967,strikeout,swinging_strike,,,,,11.0,Tyler Stephenson strikes out swinging.,R,R,R,CIN,LAD,S,2.0,,1,2,2025,-0.58,1.19,-0.04,3.79,,,,0,2,Bot,,,,,,,5.760753701454771,-139.40429316211123,-1.9320769395664803,-8.824522878078099,28.654228327776774,-16.340451389955174,3.41,1.57,,,,96.4,2288.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.06,,0.0,0.0,1.0,0.0,0.0,,16,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,216.0,-0.024,-0.189,67.7,5.8,,0.189,,0,0,0.5513068952625529,0.5513068952625529,26,28,27,29,1,0,6.0,2.0,6.0,1.0,1.28,0.58,0.58,41.9,1.3733201255988223,32.31626262750294,30.730754812534517,37.45329650991428,12.632668644145856
SI,2025-07-28,95.0,-1.76,5.6,"Yamamoto, Yoshinobu",663886,808967,,swinging_strike,,,,,13.0,Swinging Strike,R,R,R,CIN,LAD,S,,,1,1,2025,-1.25,0.91,-1.17,2.01,,,,0,2,Bot,,,,,,,4.363118837784614,-138.25863710018407,-5.862803291796439,-17.013670557157884,29.594609929038985,-19.359094394222556,3.41,1.57,,,,95.7,2193.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.93,,,,,,,,16,3,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,208.0,-0.001,-0.061,75.8,7.4,,0.061,,0,0,0.5513068952625529,0.5513068952625529,26,28,27,29,1,0,6.0,2.0,6.0,1.0,1.6,1.25,1.25,45.6,11.176389966586887,-3.0388365339057417,45.2783659672071,23.27630879116243,26.304627689920192
SI,2025-07-28,94.8,-1.87,5.58,"Yamamoto, Yoshinobu",663886,808967,,foul,,,,,4.0,Foul,R,R,R,CIN,LAD,S,,,1,0,2025,-1.29,0.97,-0.32,2.26,,,,0,2,Bot,,,,,,,6.965044906019269,-137.8785406363964,-5.169386863422092,-18.04323210585771,31.264990750978296,-18.894888276780403,3.41,1.57,,,,95.1,2277.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.99,,,,,,,,16,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,213.0,-0.001,-0.05,69.9,6.8,,0.05,,0,0,0.5513068952625529,0.5513068952625529,26,28,27,29,1,0,6.0,2.0,6.0,1.0,1.58,1.29,1.29,41.1,3.1008952320015357,13.692761612889631,38.94450473914993,33.02891338139874,19.304648493114144
FF,2025-07-28,95.3,-1.87,5.52,"Yamamoto, Yoshinobu",663886,808967,,ball,,,,,14.0,Ball,R,R,R,CIN,LAD,B,,,0,0,2025,-0.58,1.34,0.41,1.03,,,,0,2,Bot,,,,,,,7.310637210115894,-138.395870100781,-9.196550473203349,-9.076592066334335,31.926183162534993,-12.99636763288403,3.41,1.54,,,,95.6,2233.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.88,,,,,,,,16,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,215.0,-0.001,0.041,,,,-0.041,,0,0,0.5513068952625529,0.5513068952625529,26,28,27,29,1,0,6.0,2.0,6.0,1.0,1.18,0.58,0.58,40.1,,,,,
SI,2025-07-28,94.8,-1.75,5.53,"Yamamoto, Yoshinobu",668715,808967,field_out,hit_into_play,,,,,4.0,Spencer Steer lines out to left fielder Michael Conforto.,R,R,R,CIN,LAD,X,7.0,line_drive,0,0,2025,-1.12,0.94,-0.29,2.48,682829.0,669720.0,,2,1,Bot,66.88,73.3,,,,,6.371632655738877,-137.90700727006387,-4.425633586528706,-15.742546993018877,30.719224182695964,-19.362616495461825,3.37,1.57,343.0,99.0,20.0,95.4,2361.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.85,0.307,0.359,0.0,1.0,0.0,0.0,5.0,11,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,205.0,-0.056,-0.305,73.6,7.4,0.565,0.305,99.0,0,0,0.556396140076393,0.556396140076393,26,27,27,28,1,0,6.0,2.0,6.0,1.0,1.6,1.12,1.12,41.5,9.675953702989682,-9.63696237771974,25.03943515143162,31.923271135777345,33.129818875388956
FC,2025-07-28,93.7,-1.99,5.57,"Yamamoto, Yoshinobu",666158,808967,field_out,hit_into_play,,,,,6.0,"Gavin Lux grounds out, second baseman Hyeseong Kim to first baseman Freddie Freeman. Matt McLain scores. Elly De La Cruz to 3rd. Austin Hays to 2nd.",R,L,R,CIN,LAD,X,4.0,ground_ball,0,1,2025,-0.04,0.98,0.38,2.56,680574.0,682829.0,669720.0,1,1,Bot,137.58,160.65,,,,,6.241691460896479,-136.3904034579803,-4.272343363137149,-1.7889933407968892,27.561945502099977,-19.149130471791658,3.32,1.55,3.0,65.1,-43.0,94.6,2483.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.9,0.15,0.14,0.0,1.0,0.0,0.0,2.0,10,2,Cutter,0,1,0,1,1,1,1,1,Standard,Standard,197.0,0.004,-0.26,71.8,6.2,0.15,0.26,88.0,-1,-1,0.5534068353793752,0.5534068353793752,26,27,27,28,1,0,6.0,1.0,6.0,1.0,1.59,0.04,-0.04,40.6,-0.4449165311670519,23.303068511393896,31.378204811575053,29.205629615060836,23.246523525711886
FF,2025-07-28,96.2,-1.94,5.6,"Yamamoto, Yoshinobu",666158,808967,,called_strike,,,,,7.0,Called Strike,R,L,R,CIN,LAD,S,,,0,0,2025,-0.55,1.34,-0.54,2.08,680574.0,682829.0,669720.0,1,1,Bot,,,,,,,4.963739406469478,-139.84491933106074,-6.775941528250093,-8.41121926637198,32.63480670647339,-13.223503777646496,3.32,1.57,,,,96.3,2230.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.0,,,,,,,,10,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,217.0,-0.006,-0.05,,,,0.05,,-1,-1,0.5534068353793752,0.5534068353793752,26,27,27,28,1,0,6.0,1.0,6.0,1.0,1.13,0.55,-0.55,42.1,,,,,
CU,2025-07-28,78.8,-1.55,5.74,"Yamamoto, Yoshinobu",669720,808967,single,hit_into_play,,,,,8.0,Austin Hays singles on a line drive to left fielder Michael Conforto. Matt McLain to 3rd. Elly De La Cruz to 2nd.,R,R,R,CIN,LAD,X,7.0,line_drive,1,2,2025,1.15,-1.38,0.15,1.57,,680574.0,682829.0,1,1,Bot,62.72,116.24,,,,,1.555252530774848,-114.7106173475686,0.4435971105190273,9.69412896499031,24.98594963427998,-44.522051952613815,3.29,1.46,233.0,73.9,25.0,78.5,2913.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.02,0.87,0.837,0.9,1.0,1.0,0.0,4.0,9,4,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,31.0,0.057,0.55,66.9,7.2,0.983,-0.55,88.0,-1,-1,0.490318862934408,0.490318862934408,26,29,27,30,1,0,6.0,1.0,6.0,1.0,5.1,-1.15,-1.15,48.0,15.807986613678535,-19.00104393852003,30.34699231470745,38.63720847239571,47.193534792970105
FS,2025-07-28,91.9,-1.84,5.53,"Yamamoto, Yoshinobu",669720,808967,,ball,,,,,9.0,Ball,R,R,R,CIN,LAD,B,,,0,2,2025,-0.98,0.1,0.55,1.54,,680574.0,682829.0,1,1,Bot,,,,,,,8.227077669128418,-133.5267982189494,-4.478106477690048,-13.540103818626172,28.762740451385643,-30.24235293882274,3.29,1.38,,,,92.3,1281.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.91,,,,,,,,9,3,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,235.0,-0.007,0.014,,,,-0.014,,-1,-1,0.490318862934408,0.490318862934408,26,29,27,30,1,0,6.0,1.0,6.0,1.0,2.61,0.98,0.98,44.0,,,,,
FF,2025-07-28,95.9,-1.89,5.57,"Yamamoto, Yoshinobu",669720,808967,,called_strike,,,,,5.0,Called Strike,R,R,R,CIN,LAD,S,,,0,1,2025,-0.69,1.34,-0.27,2.53,,680574.0,682829.0,1,1,Bot,,,,,,,5.874878612311681,-139.52873863450884,-5.46170437597858,-10.310945530350567,32.37760362701624,-13.63756098486284,3.29,1.47,,,,96.1,2169.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.99,,,,,,,,9,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,218.0,-0.007,-0.053,,,,0.053,,-1,-1,0.490318862934408,0.490318862934408,26,29,27,30,1,0,6.0,1.0,6.0,1.0,1.15,0.69,0.69,42.4,,,,,
SL,2025-07-28,87.5,-1.87,5.5,"Yamamoto, Yoshinobu",669720,808967,,swinging_strike,,,,,9.0,Swinging Strike,R,R,R,CIN,LAD,S,,,0,0,2025,0.39,-0.01,0.7,1.57,,680574.0,682829.0,1,1,Bot,,,,,,,5.391765054751055,-127.34612264768872,-3.3353395891164856,3.2199264066929767,25.30396596231011,-31.862170492490332,3.29,1.46,,,,87.8,2695.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.11,,,,,,,,9,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,86.0,-0.007,-0.033,73.7,7.8,,0.033,,-1,-1,0.490318862934408,0.490318862934408,26,29,27,30,1,0,6.0,1.0,6.0,1.0,2.98,-0.39,-0.39,42.0,24.27213375044836,-20.146709391101076,34.77579182363351,44.53013386625924,47.35376899220781
CU,2025-07-28,75.4,-1.6,5.78,"Yamamoto, Yoshinobu",682829,808967,walk,ball,,,,,13.0,Elly De La Cruz walks. Matt McLain to 2nd.,R,L,R,CIN,LAD,B,,,3,2,2025,0.94,-1.23,-0.48,1.06,,,680574.0,1,1,Bot,,,,,,,0.6593930539361779,-109.72025166773167,-0.4234742893843772,7.444950722033917,21.276892796381127,-42.17628107416875,3.42,1.7,,,,75.6,2811.0,6.7,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.85,,0.691497,0.7,1.0,0.0,0.0,,8,7,Curveball,0,1,0,1,1,0,0,1,Infield shade,Standard,35.0,0.033,0.266,,,,-0.266,,-1,-1,0.4502766570620249,0.4502766570620249,26,23,27,23,1,0,6.0,1.0,6.0,1.0,5.27,-0.94,0.94,53.1,,,,,
FS,2025-07-28,91.7,-1.93,5.55,"Yamamoto, Yoshinobu",682829,808967,,foul,,,,,8.0,Foul,R,L,R,CIN,LAD,S,,,3,2,2025,-0.62,0.23,0.03,2.09,,,680574.0,1,1,Bot,,,,,,,6.322985559837665,-133.48193091459214,-3.474103835395818,-8.683981435814667,25.779775730658287,-28.872506624769947,3.6,1.69,5.0,77.7,-22.0,92.4,1538.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.06,,,,,,,,8,6,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,234.0,-0.005,0.0,78.6,7.4,,0.0,88.0,-1,-1,0.4502766570620249,0.4502766570620249,26,23,27,23,1,0,6.0,1.0,6.0,1.0,2.45,0.62,-0.62,42.0,13.954738046884446,-7.79089126289038,36.19143378220004,36.250595128444445,42.167989750666365
FF,2025-07-28,96.2,-1.83,5.58,"Yamamoto, Yoshinobu",682829,808967,,called_strike,,,,,8.0,Called Strike,R,L,R,CIN,LAD,S,,,3,1,2025,-0.68,1.54,0.09,1.73,,,680574.0,1,1,Bot,,,,,,,6.6494216502985735,-139.77559103953794,-8.165918283663682,-10.426580675977956,30.53308695942139,-10.261365327629417,3.6,1.72,,,,96.7,2316.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.91,,,,,,,,8,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,210.0,-0.005,-0.085,,,,0.085,,-1,-1,0.4502766570620249,0.4502766570620249,26,23,27,23,1,0,6.0,1.0,6.0,1.0,0.92,0.68,-0.68,43.3,,,,,
CU,2025-07-28,76.4,-1.68,5.79,"Yamamoto, Yoshinobu",682829,808967,,ball,,,,,13.0,Ball,R,L,R,CIN,LAD,B,,,2,1,2025,0.95,-1.53,-0.06,1.34,,,680574.0,1,1,Bot,,,,,,,1.7029725876729502,-111.1545759356049,0.5761790322754994,7.375010992985131,23.653276957174157,-45.0576604824634,3.55,1.61,,,,76.1,2727.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.98,,,,,,,,8,4,Curveball,0,1,0,1,1,0,0,1,Infield shade,Standard,32.0,-0.005,0.109,,,,-0.109,,-1,-1,0.4502766570620249,0.4502766570620249,26,23,27,23,1,0,6.0,1.0,6.0,1.0,5.5,-0.95,0.95,50.0,,,,,
FC,2025-07-28,92.9,-2.01,5.61,"Yamamoto, Yoshinobu",682829,808967,,ball,,,,,11.0,Ball,R,L,R,CIN,LAD,B,,,1,1,2025,0.0,1.12,-0.13,3.91,,,680574.0,1,1,Bot,,,,,,,4.822264315705354,-135.28307060981632,-1.0936554957876203,-0.9043426785112232,26.892644172711694,-18.29218930924063,3.6,1.69,,,,93.6,2427.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.06,,,,,,,,8,3,Cutter,0,1,0,1,1,0,0,1,Infield shade,Standard,194.0,-0.005,0.063,,,,-0.063,,-1,-1,0.4502766570620249,0.4502766570620249,26,23,27,23,1,0,6.0,1.0,6.0,1.0,1.5,0.0,0.0,40.2,,,,,
FS,2025-07-28,89.6,-2.19,5.61,"Yamamoto, Yoshinobu",682829,808967,,ball,,,,,13.0,Ball,R,L,R,CIN,LAD,B,,,0,1,2025,-0.34,0.37,-1.56,2.21,,,680574.0,1,1,Bot,,,,,,,2.2876861035609224,-130.62554141438108,-3.2472751589398596,-4.337417581713523,24.68893736496705,-27.53754850644596,3.6,1.66,,,,90.3,1581.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.1,,,,,,,,8,2,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,231.0,-0.005,0.019,,,,-0.019,,-1,-1,0.4502766570620249,0.4502766570620249,26,23,27,23,1,0,6.0,1.0,6.0,1.0,2.44,0.34,-0.34,38.5,,,,,
FS,2025-07-28,89.5,-1.94,5.63,"Yamamoto, Yoshinobu",682829,808967,,foul,,,,,7.0,Foul,R,L,R,CIN,LAD,S,,,0,0,2025,-0.61,0.2,-0.62,2.1,,,680574.0,1,1,Bot,,,,,,,4.556078993122858,-130.3580177673984,-3.1642670387311576,-7.88040135056839,27.43907860248249,-29.383973820084837,3.6,1.69,2.0,71.5,-53.0,89.8,1501.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.05,,,,,,,,8,1,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,234.0,-0.005,-0.04,73.3,7.5,,0.04,88.0,-1,-1,0.4502766570620249,0.4502766570620249,26,23,27,23,1,0,6.0,1.0,6.0,1.0,2.64,0.61,-0.61,40.6,10.376223667324863,9.447241994352911,32.989825216720476,44.316455212653466,33.52536850876913
SI,2025-07-28,94.8,-1.79,5.59,"Yamamoto, Yoshinobu",680574,808967,single,hit_into_play,,,,,7.0,Matt McLain singles on a ground ball to right fielder Teoscar Hernández.,R,R,R,CIN,LAD,X,9.0,ground_ball,1,1,2025,-1.13,1.06,-0.46,1.71,,,,1,1,Bot,175.63,128.88,,,,,5.9987936395135515,-137.82849510535488,-6.849708211963554,-15.721127811181262,31.13239623663901,-17.26718138004271,3.13,1.4,94.0,94.6,4.0,95.0,2341.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.03,0.483,0.446,0.9,1.0,1.0,0.0,4.0,7,3,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,212.0,0.021,0.425,72.2,6.3,0.547,-0.425,94.6,-1,-1,0.4242718134254787,0.4242718134254787,26,25,27,26,1,0,6.0,1.0,6.0,1.0,1.48,1.13,1.13,40.8,-8.185406371470265,14.461334841599466,42.7052216778048,30.98488378852427,20.86620869356359
SL,2025-07-28,84.4,-1.77,5.69,"Yamamoto, Yoshinobu",680574,808967,,ball,,,,,14.0,Ball,R,R,R,CIN,LAD,B,,,0,1,2025,0.69,-0.18,1.03,1.16,,,,1,1,Bot,,,,,,,5.16413275606264,-122.85602367429584,-3.828447772145405,5.940429631185485,24.803808844338477,-33.42880600843237,3.13,1.28,,,,84.8,2929.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.93,,,,,,,,7,2,Slider,0,1,0,1,1,0,0,1,Standard,Standard,62.0,-0.005,0.029,,,,-0.029,,-1,-1,0.4242718134254787,0.4242718134254787,26,25,27,26,1,0,6.0,1.0,6.0,1.0,3.38,-0.69,-0.69,45.4,,,,,
SI,2025-07-28,92.9,-1.94,5.63,"Yamamoto, Yoshinobu",680574,808967,,swinging_strike,,,,,11.0,Swinging Strike,R,R,R,CIN,LAD,S,,,0,0,2025,-1.2,0.94,-1.14,2.36,,,,1,1,Bot,,,,,,,4.704983879182495,-135.0791570898783,-4.630874635786224,-15.724785672570624,30.95603919450913,-19.87483275399803,3.13,1.4,,,,92.9,2373.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.07,,,,,,,,7,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,209.0,-0.005,-0.039,41.0,5.8,,0.039,,-1,-1,0.4242718134254787,0.4242718134254787,26,25,27,26,1,0,6.0,1.0,6.0,1.0,1.72,1.2,1.2,38.1,8.414053531211968,10.665941898140304,35.089851925929715,21.983605243018435,23.83092384475638
CU,2025-07-28,75.0,-1.71,5.76,"Yamamoto, Yoshinobu",670770,808967,field_out,hit_into_play,,,,,5.0,TJ Friedl pops out to third baseman Miguel Rojas in foul territory.,R,L,R,CIN,LAD,X,5.0,popup,1,2,2025,1.19,-1.27,0.01,2.24,,,,0,1,Bot,82.39,169.42,,,,,1.447339566256734,-109.10881984618158,2.2756833585784007,9.096122040557868,22.56718896999159,-42.93942002947023,3.24,1.48,134.0,70.9,65.0,74.7,2899.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.01,0.004,0.004,0.0,1.0,0.0,0.0,3.0,6,4,Curveball,0,1,0,1,1,0,0,1,Infield shade,Standard,38.0,-0.029,-0.189,67.3,6.2,0.006,0.189,88.0,-1,-1,0.4475538230877434,0.4475538230877434,26,29,27,30,1,0,6.0,1.0,6.0,5.0,5.39,-1.19,1.19,51.4,10.12826789481215,9.245426270941044,28.05146075007933,33.04139183342858,39.7881987554848
FS,2025-07-28,90.4,-2.16,5.63,"Yamamoto, Yoshinobu",670770,808967,,ball,,,,,13.0,Ball,R,L,R,CIN,LAD,B,,,0,2,2025,-1.16,0.13,-1.0,1.06,,,,0,1,Bot,,,,,,,5.397059225112247,-131.49184475926023,-5.73975209102726,-14.550059049834092,28.39626975057922,-29.620538143724495,3.15,1.43,,,,90.9,1496.0,6.7,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.85,,,,,,,,6,3,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,233.0,-0.006,0.024,,,,-0.024,,-1,-1,0.4475538230877434,0.4475538230877434,26,29,27,30,1,0,6.0,1.0,6.0,5.0,2.67,1.16,-1.16,38.6,,,,,
FS,2025-07-28,90.1,-2.01,5.59,"Yamamoto, Yoshinobu",670770,808967,,swinging_strike,,,,,13.0,Swinging Strike,R,L,R,CIN,LAD,S,,,0,1,2025,-1.14,0.46,-0.9,1.47,,,,0,1,Bot,,,,,,,5.188087155991344,-131.09788347964871,-5.2856835969527465,-14.223758317246878,27.3420938608602,-25.920618507557805,3.24,1.48,,,,90.6,1485.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.93,,,,,,,,6,2,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,232.0,-0.006,-0.055,74.5,7.7,,0.055,,-1,-1,0.4475538230877434,0.4475538230877434,26,29,27,30,1,0,6.0,1.0,6.0,5.0,2.34,1.14,-1.14,40.8,15.540721719125516,-13.976468676688064,28.32715570154369,43.12815012085393,45.10104953920811
FF,2025-07-28,94.2,-1.93,5.65,"Yamamoto, Yoshinobu",670770,808967,,called_strike,,,,,4.0,Called Strike,R,L,R,CIN,LAD,S,,,0,0,2025,-0.57,1.28,-0.7,2.05,,,,0,1,Bot,,,,,,,4.453433097582768,-137.0640722899049,-6.493528635857363,-8.17929810783273,30.26074418861018,-14.775053357975262,3.24,1.46,,,,94.3,2279.0,6.3,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.15,,,,,,,,6,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,220.0,-0.006,-0.039,,,,0.039,,-1,-1,0.4475538230877434,0.4475538230877434,26,29,27,30,1,0,6.0,1.0,6.0,5.0,1.29,0.57,-0.57,40.9,,,,,
FS,2025-07-22,90.5,-2.06,5.36,"Yamamoto, Yoshinobu",650489,808967,strikeout,swinging_strike,,,,,1.0,Willi Castro strikes out swinging.,R,L,R,LAD,MIN,S,2.0,,1,2,2025,-0.55,0.11,-0.77,3.15,,,,2,5,Top,,,,,,,4.414142275033326,-131.82237511871057,0.212066043496352,-7.306569295120138,28.01698639840033,-31.210197240788577,3.67,1.69,,,,91.1,1249.0,6.6,777039,669257,518692,808975,500743,605141,624424,681546,681624,53.93,,0.0,0.0,1.0,0.0,0.0,,39,4,Split-Finger,3,3,3,3,3,3,3,3,Infield shade,Standard,236.0,0.013,-0.182,66.5,5.8,,0.182,,0,0,0.5520698604857484,0.4479301395142516,26,28,27,28,3,2,9.0,1.0,6.0,1.0,2.67,0.55,-0.55,39.8,-13.420833323711014,29.71683575439503,34.60038821239752,38.715300966434086,13.427971115301965
